"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+1.66500000000E+009, -5.95635916874E-001, +0.00000000000E+000
+1.67000000000E+009, -5.98548110257E-001, +0.00000000000E+000
+1.67500000000E+009, -6.01832229213E-001, +0.00000000000E+000
+1.68000000000E+009, -6.06601945972E-001, +0.00000000000E+000
+1.68500000000E+009, -6.10332958197E-001, +0.00000000000E+000
+1.69000000000E+009, -6.08953718253E-001, +0.00000000000E+000
+1.69500000000E+009, -6.14042242589E-001, +0.00000000000E+000
+1.70000000000E+009, -6.23003394451E-001, +0.00000000000E+000
+1.70500000000E+009, -6.22789273640E-001, +0.00000000000E+000
+1.71000000000E+009, -6.21424188285E-001, +0.00000000000E+000
+1.71500000000E+009, -6.28697830745E-001, +0.00000000000E+000
+1.72000000000E+009, -6.32307155204E-001, +0.00000000000E+000
+1.72500000000E+009, -6.35331052104E-001, +0.00000000000E+000
+1.73000000000E+009, -6.37535335893E-001, +0.00000000000E+000
+1.73500000000E+009, -6.42735260318E-001, +0.00000000000E+000
+1.74000000000E+009, -6.47523328954E-001, +0.00000000000E+000
+1.74500000000E+009, -6.49567611169E-001, +0.00000000000E+000
+1.75000000000E+009, -6.52126933218E-001, +0.00000000000E+000
+1.75500000000E+009, -6.54687363038E-001, +0.00000000000E+000
+1.76000000000E+009, -6.58329685244E-001, +0.00000000000E+000
+1.76500000000E+009, -6.60625786913E-001, +0.00000000000E+000
+1.77000000000E+009, -6.60774968798E-001, +0.00000000000E+000
+1.77500000000E+009, -6.62544496882E-001, +0.00000000000E+000
+1.78000000000E+009, -6.65625506357E-001, +0.00000000000E+000
+1.78500000000E+009, -6.63189165784E-001, +0.00000000000E+000
+1.79000000000E+009, -6.69314563271E-001, +0.00000000000E+000
+1.79500000000E+009, -6.68632911463E-001, +0.00000000000E+000
+1.80000000000E+009, -6.70335049610E-001, +0.00000000000E+000
+1.80500000000E+009, -6.73868889355E-001, +0.00000000000E+000
+1.81000000000E+009, -6.71489006882E-001, +0.00000000000E+000
+1.81500000000E+009, -6.69136427235E-001, +0.00000000000E+000
+1.82000000000E+009, -6.75935282762E-001, +0.00000000000E+000
+1.82500000000E+009, -6.73913469020E-001, +0.00000000000E+000
+1.83000000000E+009, -6.78749634832E-001, +0.00000000000E+000
+1.83500000000E+009, -6.76029034004E-001, +0.00000000000E+000
+1.84000000000E+009, -6.76999054697E-001, +0.00000000000E+000
+1.84500000000E+009, -6.76150835879E-001, +0.00000000000E+000
+1.85000000000E+009, -6.78035545007E-001, +0.00000000000E+000
+1.85500000000E+009, -6.74600498556E-001, +0.00000000000E+000
+1.86000000000E+009, -6.73575513641E-001, +0.00000000000E+000
+1.86500000000E+009, -6.75425122133E-001, +0.00000000000E+000
+1.87000000000E+009, -6.74884705945E-001, +0.00000000000E+000
+1.87500000000E+009, -6.81529085308E-001, +0.00000000000E+000
+1.88000000000E+009, -6.76017234192E-001, +0.00000000000E+000
+1.88500000000E+009, -6.72162458833E-001, +0.00000000000E+000
+1.89000000000E+009, -6.74788377747E-001, +0.00000000000E+000
+1.89500000000E+009, -6.71715918354E-001, +0.00000000000E+000
+1.90000000000E+009, -6.77238009527E-001, +0.00000000000E+000
+1.90500000000E+009, -6.71582930650E-001, +0.00000000000E+000
+1.91000000000E+009, -6.73044934070E-001, +0.00000000000E+000
+1.91500000000E+009, -6.76540185331E-001, +0.00000000000E+000
+1.92000000000E+009, -6.72739877026E-001, +0.00000000000E+000
+1.92500000000E+009, -6.77086796330E-001, +0.00000000000E+000
+1.93000000000E+009, -6.76281807725E-001, +0.00000000000E+000
+1.93500000000E+009, -6.76141608358E-001, +0.00000000000E+000
+1.94000000000E+009, -6.74658904864E-001, +0.00000000000E+000
+1.94500000000E+009, -6.77048276198E-001, +0.00000000000E+000
+1.95000000000E+009, -6.75247038935E-001, +0.00000000000E+000
+1.95500000000E+009, -6.71217194039E-001, +0.00000000000E+000
+1.96000000000E+009, -6.73353812132E-001, +0.00000000000E+000
+1.96500000000E+009, -6.71819451095E-001, +0.00000000000E+000
+1.97000000000E+009, -6.72310970376E-001, +0.00000000000E+000
+1.97500000000E+009, -6.72545367068E-001, +0.00000000000E+000
+1.98000000000E+009, -6.72358068248E-001, +0.00000000000E+000
+1.98500000000E+009, -6.71779103461E-001, +0.00000000000E+000
+1.99000000000E+009, -6.70467546356E-001, +0.00000000000E+000
+1.99500000000E+009, -6.69157554890E-001, +0.00000000000E+000
+2.00000000000E+009, -6.68053068963E-001, +0.00000000000E+000
+2.00500000000E+009, -6.70454840294E-001, +0.00000000000E+000
+2.01000000000E+009, -6.71703532560E-001, +0.00000000000E+000
+2.01500000000E+009, -6.70744080850E-001, +0.00000000000E+000
+2.02000000000E+009, -6.72035945596E-001, +0.00000000000E+000
+2.02500000000E+009, -6.75912775400E-001, +0.00000000000E+000
+2.03000000000E+009, -6.70874319473E-001, +0.00000000000E+000
+2.03500000000E+009, -6.69863664777E-001, +0.00000000000E+000
+2.04000000000E+009, -6.69838542892E-001, +0.00000000000E+000
+2.04500000000E+009, -6.71573124138E-001, +0.00000000000E+000
+2.05000000000E+009, -6.76659557641E-001, +0.00000000000E+000
+2.05500000000E+009, -6.76249025934E-001, +0.00000000000E+000
+2.06000000000E+009, -6.76465701383E-001, +0.00000000000E+000
+2.06500000000E+009, -6.78842136267E-001, +0.00000000000E+000
+2.07000000000E+009, -6.79657866283E-001, +0.00000000000E+000
+2.07500000000E+009, -6.82304871296E-001, +0.00000000000E+000
+2.08000000000E+009, -6.81881169277E-001, +0.00000000000E+000
+2.08500000000E+009, -6.81008258378E-001, +0.00000000000E+000
+2.09000000000E+009, -6.82413685491E-001, +0.00000000000E+000
+2.09500000000E+009, -6.83672936212E-001, +0.00000000000E+000
+2.10000000000E+009, -6.85568815440E-001, +0.00000000000E+000
+2.10500000000E+009, -6.87302035441E-001, +0.00000000000E+000
+2.11000000000E+009, -6.87772115171E-001, +0.00000000000E+000
+2.11500000000E+009, -6.90980313187E-001, +0.00000000000E+000
+2.12000000000E+009, -6.93057457816E-001, +0.00000000000E+000
+2.12500000000E+009, -6.95833284277E-001, +0.00000000000E+000
+2.13000000000E+009, -6.94252721282E-001, +0.00000000000E+000
+2.13500000000E+009, -6.97204793377E-001, +0.00000000000E+000
+2.14000000000E+009, -7.02838024506E-001, +0.00000000000E+000
+2.14500000000E+009, -7.03930688291E-001, +0.00000000000E+000
+2.15000000000E+009, -7.01543292150E-001, +0.00000000000E+000
+2.15500000000E+009, -7.09962218677E-001, +0.00000000000E+000
+2.16000000000E+009, -7.13966283423E-001, +0.00000000000E+000
+2.16500000000E+009, -7.12421874884E-001, +0.00000000000E+000
+2.17000000000E+009, -7.11561393277E-001, +0.00000000000E+000
+2.17500000000E+009, -7.14026996840E-001, +0.00000000000E+000
+2.18000000000E+009, -7.19452472161E-001, +0.00000000000E+000
+2.18500000000E+009, -7.23069287505E-001, +0.00000000000E+000
+2.19000000000E+009, -7.27487915366E-001, +0.00000000000E+000
+2.19500000000E+009, -7.31183721426E-001, +0.00000000000E+000
+2.20000000000E+009, -7.36178738215E-001, +0.00000000000E+000
+2.20500000000E+009, -7.40918245760E-001, +0.00000000000E+000
+2.21000000000E+009, -7.44403028087E-001, +0.00000000000E+000
+2.21500000000E+009, -7.48958137160E-001, +0.00000000000E+000
+2.22000000000E+009, -7.53926269456E-001, +0.00000000000E+000
+2.22500000000E+009, -7.54333730829E-001, +0.00000000000E+000
+2.23000000000E+009, -7.59820257174E-001, +0.00000000000E+000
+2.23500000000E+009, -7.70209387022E-001, +0.00000000000E+000
+2.24000000000E+009, -7.71243342963E-001, +0.00000000000E+000
+2.24500000000E+009, -7.76005517262E-001, +0.00000000000E+000
+2.25000000000E+009, -7.82840674175E-001, +0.00000000000E+000
+2.25500000000E+009, -7.84948557254E-001, +0.00000000000E+000
+2.26000000000E+009, -7.90136062527E-001, +0.00000000000E+000
+2.26500000000E+009, -7.99650074532E-001, +0.00000000000E+000
+2.27000000000E+009, -8.05054310746E-001, +0.00000000000E+000
+2.27500000000E+009, -8.08354937630E-001, +0.00000000000E+000
+2.28000000000E+009, -8.15915411152E-001, +0.00000000000E+000
+2.28500000000E+009, -8.25322352432E-001, +0.00000000000E+000
+2.29000000000E+009, -8.29936183517E-001, +0.00000000000E+000
+2.29500000000E+009, -8.38800117814E-001, +0.00000000000E+000
+2.30000000000E+009, -8.44836301960E-001, +0.00000000000E+000
+2.30500000000E+009, -8.54678652484E-001, +0.00000000000E+000
+2.31000000000E+009, -8.60163237149E-001, +0.00000000000E+000
+2.31500000000E+009, -8.68922961200E-001, +0.00000000000E+000
+2.32000000000E+009, -8.76420803826E-001, +0.00000000000E+000
+2.32500000000E+009, -8.85000481459E-001, +0.00000000000E+000
+2.33000000000E+009, -8.92526931647E-001, +0.00000000000E+000
+2.33500000000E+009, -9.01688359856E-001, +0.00000000000E+000
+2.34000000000E+009, -9.06985849408E-001, +0.00000000000E+000
+2.34500000000E+009, -9.18860813012E-001, +0.00000000000E+000
+2.35000000000E+009, -9.22068056743E-001, +0.00000000000E+000
+2.35500000000E+009, -9.32289621091E-001, +0.00000000000E+000
+2.36000000000E+009, -9.43174029128E-001, +0.00000000000E+000
+2.36500000000E+009, -9.49136004325E-001, +0.00000000000E+000
+2.37000000000E+009, -9.60685054306E-001, +0.00000000000E+000
+2.37500000000E+009, -9.71259397230E-001, +0.00000000000E+000
+2.38000000000E+009, -9.81529859204E-001, +0.00000000000E+000
+2.38500000000E+009, -9.86457468671E-001, +0.00000000000E+000
+2.39000000000E+009, -9.95155677993E-001, +0.00000000000E+000
+2.39500000000E+009, -1.00740590949E+000, +0.00000000000E+000
+2.40000000000E+009, -1.01327352819E+000, +0.00000000000E+000
+2.40500000000E+009, -1.02574930225E+000, +0.00000000000E+000
+2.41000000000E+009, -1.03634685356E+000, +0.00000000000E+000
+2.41500000000E+009, -1.04715408969E+000, +0.00000000000E+000
+2.42000000000E+009, -1.05354783213E+000, +0.00000000000E+000
+2.42500000000E+009, -1.06304440207E+000, +0.00000000000E+000
+2.43000000000E+009, -1.07433179248E+000, +0.00000000000E+000
+2.43500000000E+009, -1.08304853178E+000, +0.00000000000E+000
+2.44000000000E+009, -1.08901814319E+000, +0.00000000000E+000
+2.44500000000E+009, -1.09945862013E+000, +0.00000000000E+000
+2.45000000000E+009, -1.11067442392E+000, +0.00000000000E+000
+2.45500000000E+009, -1.11680405245E+000, +0.00000000000E+000
+2.46000000000E+009, -1.12597859347E+000, +0.00000000000E+000
+2.46500000000E+009, -1.13430985072E+000, +0.00000000000E+000
+2.47000000000E+009, -1.14258132976E+000, +0.00000000000E+000
+2.47500000000E+009, -1.15340727659E+000, +0.00000000000E+000
+2.48000000000E+009, -1.15920065270E+000, +0.00000000000E+000
+2.48500000000E+009, -1.16959990433E+000, +0.00000000000E+000
+2.49000000000E+009, -1.17881333161E+000, +0.00000000000E+000
+2.49500000000E+009, -1.18739180339E+000, +0.00000000000E+000
+2.50000000000E+009, -1.19309061662E+000, +0.00000000000E+000
+2.50500000000E+009, -1.20585927179E+000, +0.00000000000E+000
+2.51000000000E+009, -1.21375025059E+000, +0.00000000000E+000
+2.51500000000E+009, -1.22273688366E+000, +0.00000000000E+000
+2.52000000000E+009, -1.23249430288E+000, +0.00000000000E+000
+2.52500000000E+009, -1.23985227187E+000, +0.00000000000E+000
+2.53000000000E+009, -1.24829807667E+000, +0.00000000000E+000
+2.53500000000E+009, -1.26502865402E+000, +0.00000000000E+000
+2.54000000000E+009, -1.26966716186E+000, +0.00000000000E+000
+2.54500000000E+009, -1.28475208331E+000, +0.00000000000E+000
+2.55000000000E+009, -1.29658539536E+000, +0.00000000000E+000
+2.55500000000E+009, -1.30549973187E+000, +0.00000000000E+000
+2.56000000000E+009, -1.31905990167E+000, +0.00000000000E+000
+2.56500000000E+009, -1.33106698531E+000, +0.00000000000E+000
+2.57000000000E+009, -1.34397286889E+000, +0.00000000000E+000
+2.57500000000E+009, -1.35218898231E+000, +0.00000000000E+000
+2.58000000000E+009, -1.36692043442E+000, +0.00000000000E+000
+2.58500000000E+009, -1.37682878229E+000, +0.00000000000E+000
+2.59000000000E+009, -1.39262199450E+000, +0.00000000000E+000
+2.59500000000E+009, -1.40649381833E+000, +0.00000000000E+000
+2.60000000000E+009, -1.41820335448E+000, +0.00000000000E+000
+2.60500000000E+009, -1.43325527613E+000, +0.00000000000E+000
+2.61000000000E+009, -1.44439119893E+000, +0.00000000000E+000
+2.61500000000E+009, -1.46111314642E+000, +0.00000000000E+000
+2.62000000000E+009, -1.47407106427E+000, +0.00000000000E+000
+2.62500000000E+009, -1.48645956406E+000, +0.00000000000E+000
+2.63000000000E+009, -1.49907673765E+000, +0.00000000000E+000
+2.63500000000E+009, -1.51443188073E+000, +0.00000000000E+000
+2.64000000000E+009, -1.53098306911E+000, +0.00000000000E+000
+2.64500000000E+009, -1.54079338863E+000, +0.00000000000E+000
+2.65000000000E+009, -1.55234242858E+000, +0.00000000000E+000
+2.65500000000E+009, -1.57098447930E+000, +0.00000000000E+000
+2.66000000000E+009, -1.58498159571E+000, +0.00000000000E+000
+2.66500000000E+009, -1.59884468294E+000, +0.00000000000E+000
+2.67000000000E+009, -1.61460637463E+000, +0.00000000000E+000
+2.67500000000E+009, -1.63049149675E+000, +0.00000000000E+000
+2.68000000000E+009, -1.64271357856E+000, +0.00000000000E+000
+2.68500000000E+009, -1.65951034424E+000, +0.00000000000E+000
+2.69000000000E+009, -1.67167859865E+000, +0.00000000000E+000
+2.69500000000E+009, -1.68735807142E+000, +0.00000000000E+000
+2.70000000000E+009, -1.71023663762E+000, +0.00000000000E+000
+2.70500000000E+009, -1.72339376435E+000, +0.00000000000E+000
+2.71000000000E+009, -1.73968208047E+000, +0.00000000000E+000
+2.71500000000E+009, -1.76311700477E+000, +0.00000000000E+000
+2.72000000000E+009, -1.78445545109E+000, +0.00000000000E+000
+2.72500000000E+009, -1.80381573285E+000, +0.00000000000E+000
+2.73000000000E+009, -1.82487621520E+000, +0.00000000000E+000
+2.73500000000E+009, -1.84626568169E+000, +0.00000000000E+000
+2.74000000000E+009, -1.87200268333E+000, +0.00000000000E+000
+2.74500000000E+009, -1.89213248552E+000, +0.00000000000E+000
+2.75000000000E+009, -1.92791859373E+000, +0.00000000000E+000
+2.75500000000E+009, -1.95546974363E+000, +0.00000000000E+000
+2.76000000000E+009, -1.98053894922E+000, +0.00000000000E+000
+2.76500000000E+009, -2.01109439234E+000, +0.00000000000E+000
+2.77000000000E+009, -2.04472286175E+000, +0.00000000000E+000
+2.77500000000E+009, -2.07939298201E+000, +0.00000000000E+000
+2.78000000000E+009, -2.11510994014E+000, +0.00000000000E+000
+2.78500000000E+009, -2.15486369100E+000, +0.00000000000E+000
+2.79000000000E+009, -2.19099780182E+000, +0.00000000000E+000
+2.79500000000E+009, -2.23614901856E+000, +0.00000000000E+000
+2.80000000000E+009, -2.27802473819E+000, +0.00000000000E+000
+2.80500000000E+009, -2.32847212600E+000, +0.00000000000E+000
+2.81000000000E+009, -2.37898220091E+000, +0.00000000000E+000
+2.81500000000E+009, -2.43309491270E+000, +0.00000000000E+000
+2.82000000000E+009, -2.48993839504E+000, +0.00000000000E+000
+2.82500000000E+009, -2.54920292050E+000, +0.00000000000E+000
+2.83000000000E+009, -2.61250694662E+000, +0.00000000000E+000
+2.83500000000E+009, -2.68157962377E+000, +0.00000000000E+000
+2.84000000000E+009, -2.75479162206E+000, +0.00000000000E+000
+2.84500000000E+009, -2.83855673017E+000, +0.00000000000E+000
+2.85000000000E+009, -2.92077501112E+000, +0.00000000000E+000
+2.85500000000E+009, -3.00889098365E+000, +0.00000000000E+000
+2.86000000000E+009, -3.10955301174E+000, +0.00000000000E+000
+2.86500000000E+009, -3.21095258918E+000, +0.00000000000E+000
+2.87000000000E+009, -3.33273157077E+000, +0.00000000000E+000
+2.87500000000E+009, -3.45161627289E+000, +0.00000000000E+000
+2.88000000000E+009, -3.58541548882E+000, +0.00000000000E+000
+2.88500000000E+009, -3.72945470303E+000, +0.00000000000E+000
+2.89000000000E+009, -3.88296716807E+000, +0.00000000000E+000
+2.89500000000E+009, -4.04610197283E+000, +0.00000000000E+000
+2.90000000000E+009, -4.23259709540E+000, +0.00000000000E+000
+2.90500000000E+009, -4.43887777533E+000, +0.00000000000E+000
+2.91000000000E+009, -4.64918452960E+000, +0.00000000000E+000
+2.91500000000E+009, -4.89370559573E+000, +0.00000000000E+000
+2.92000000000E+009, -5.15311751382E+000, +0.00000000000E+000
+2.92500000000E+009, -5.43816964238E+000, +0.00000000000E+000
+2.93000000000E+009, -5.74434163002E+000, +0.00000000000E+000
+2.93500000000E+009, -6.08281250990E+000, +0.00000000000E+000
+2.94000000000E+009, -6.46070722411E+000, +0.00000000000E+000
+2.94500000000E+009, -6.85160998466E+000, +0.00000000000E+000
+2.95000000000E+009, -7.28251698106E+000, +0.00000000000E+000
+2.95500000000E+009, -7.75761302829E+000, +0.00000000000E+000
+2.96000000000E+009, -8.27079823818E+000, +0.00000000000E+000
+2.96500000000E+009, -8.80847880320E+000, +0.00000000000E+000
+2.97000000000E+009, -9.38381089072E+000, +0.00000000000E+000
+2.97500000000E+009, -9.99868556946E+000, +0.00000000000E+000
+2.98000000000E+009, -1.06594209377E+001, +0.00000000000E+000
+2.98500000000E+009, -1.13435142548E+001, +0.00000000000E+000
+2.99000000000E+009, -1.20640543346E+001, +0.00000000000E+000
+2.99500000000E+009, -1.28317781679E+001, +0.00000000000E+000
+3.00000000000E+009, -1.36129236302E+001, +0.00000000000E+000
+3.00500000000E+009, -1.44293176886E+001, +0.00000000000E+000
+3.01000000000E+009, -1.52702536629E+001, +0.00000000000E+000
+3.01500000000E+009, -1.61343536571E+001, +0.00000000000E+000
+3.02000000000E+009, -1.70005011127E+001, +0.00000000000E+000
+3.02500000000E+009, -1.78732104002E+001, +0.00000000000E+000
+3.03000000000E+009, -1.87700544768E+001, +0.00000000000E+000
+3.03500000000E+009, -1.96655452972E+001, +0.00000000000E+000
+3.04000000000E+009, -2.05229789202E+001, +0.00000000000E+000
+3.04500000000E+009, -2.13580603306E+001, +0.00000000000E+000
+3.05000000000E+009, -2.21567059932E+001, +0.00000000000E+000
+3.05500000000E+009, -2.28957069368E+001, +0.00000000000E+000
+3.06000000000E+009, -2.35452849453E+001, +0.00000000000E+000
+3.06500000000E+009, -2.41099677956E+001, +0.00000000000E+000
+3.07000000000E+009, -2.45527765064E+001, +0.00000000000E+000
+3.07500000000E+009, -2.48939357126E+001, +0.00000000000E+000
+3.08000000000E+009, -2.50961275616E+001, +0.00000000000E+000
+3.08500000000E+009, -2.51501895070E+001, +0.00000000000E+000
+3.09000000000E+009, -2.50730348724E+001, +0.00000000000E+000
+3.09500000000E+009, -2.49170102256E+001, +0.00000000000E+000
