"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+1.00000000000E+009, -8.40446953359E+000, +0.00000000000E+000
+1.00500000000E+009, -8.45404371441E+000, +0.00000000000E+000
+1.01000000000E+009, -8.51334088417E+000, +0.00000000000E+000
+1.01500000000E+009, -8.55299286592E+000, +0.00000000000E+000
+1.02000000000E+009, -8.60926999506E+000, +0.00000000000E+000
+1.02500000000E+009, -8.66322858115E+000, +0.00000000000E+000
+1.03000000000E+009, -8.70777162589E+000, +0.00000000000E+000
+1.03500000000E+009, -8.78059116391E+000, +0.00000000000E+000
+1.04000000000E+009, -8.82248127789E+000, +0.00000000000E+000
+1.04500000000E+009, -8.88189976660E+000, +0.00000000000E+000
+1.05000000000E+009, -8.94471049371E+000, +0.00000000000E+000
+1.05500000000E+009, -9.01552914114E+000, +0.00000000000E+000
+1.06000000000E+009, -9.07432626063E+000, +0.00000000000E+000
+1.06500000000E+009, -9.14045246912E+000, +0.00000000000E+000
+1.07000000000E+009, -9.20229563425E+000, +0.00000000000E+000
+1.07500000000E+009, -9.28155188719E+000, +0.00000000000E+000
+1.08000000000E+009, -9.34113903937E+000, +0.00000000000E+000
+1.08500000000E+009, -9.41912818130E+000, +0.00000000000E+000
+1.09000000000E+009, -9.48481249349E+000, +0.00000000000E+000
+1.09500000000E+009, -9.55675574152E+000, +0.00000000000E+000
+1.10000000000E+009, -9.62847407769E+000, +0.00000000000E+000
+1.10500000000E+009, -9.70915535341E+000, +0.00000000000E+000
+1.11000000000E+009, -9.78717973098E+000, +0.00000000000E+000
+1.11500000000E+009, -9.87681135268E+000, +0.00000000000E+000
+1.12000000000E+009, -9.95950676164E+000, +0.00000000000E+000
+1.12500000000E+009, -1.00377506266E+001, +0.00000000000E+000
+1.13000000000E+009, -1.01396262581E+001, +0.00000000000E+000
+1.13500000000E+009, -1.02125106470E+001, +0.00000000000E+000
+1.14000000000E+009, -1.03181943691E+001, +0.00000000000E+000
+1.14500000000E+009, -1.03990716158E+001, +0.00000000000E+000
+1.15000000000E+009, -1.04953896092E+001, +0.00000000000E+000
+1.15500000000E+009, -1.05920834781E+001, +0.00000000000E+000
+1.16000000000E+009, -1.06741506834E+001, +0.00000000000E+000
+1.16500000000E+009, -1.07907440988E+001, +0.00000000000E+000
+1.17000000000E+009, -1.08914193555E+001, +0.00000000000E+000
+1.17500000000E+009, -1.09950262203E+001, +0.00000000000E+000
+1.18000000000E+009, -1.11080524931E+001, +0.00000000000E+000
+1.18500000000E+009, -1.12287211735E+001, +0.00000000000E+000
+1.19000000000E+009, -1.13442840648E+001, +0.00000000000E+000
+1.19500000000E+009, -1.14744978248E+001, +0.00000000000E+000
+1.20000000000E+009, -1.15892446566E+001, +0.00000000000E+000
+1.20500000000E+009, -1.17090179444E+001, +0.00000000000E+000
+1.21000000000E+009, -1.18348871654E+001, +0.00000000000E+000
+1.21500000000E+009, -1.19530756110E+001, +0.00000000000E+000
+1.22000000000E+009, -1.20999658374E+001, +0.00000000000E+000
+1.22500000000E+009, -1.22093126913E+001, +0.00000000000E+000
+1.23000000000E+009, -1.23845377399E+001, +0.00000000000E+000
+1.23500000000E+009, -1.25109989637E+001, +0.00000000000E+000
+1.24000000000E+009, -1.26296536015E+001, +0.00000000000E+000
+1.24500000000E+009, -1.27970037699E+001, +0.00000000000E+000
+1.25000000000E+009, -1.29452115957E+001, +0.00000000000E+000
+1.25500000000E+009, -1.31225237870E+001, +0.00000000000E+000
+1.26000000000E+009, -1.32708499587E+001, +0.00000000000E+000
+1.26500000000E+009, -1.34215433618E+001, +0.00000000000E+000
+1.27000000000E+009, -1.35890098341E+001, +0.00000000000E+000
+1.27500000000E+009, -1.37718101047E+001, +0.00000000000E+000
+1.28000000000E+009, -1.39420673133E+001, +0.00000000000E+000
+1.28500000000E+009, -1.41197561006E+001, +0.00000000000E+000
+1.29000000000E+009, -1.42852829391E+001, +0.00000000000E+000
+1.29500000000E+009, -1.44623901166E+001, +0.00000000000E+000
+1.30000000000E+009, -1.46669757342E+001, +0.00000000000E+000
+1.30500000000E+009, -1.48761914778E+001, +0.00000000000E+000
+1.31000000000E+009, -1.50523107315E+001, +0.00000000000E+000
+1.31500000000E+009, -1.52699886395E+001, +0.00000000000E+000
+1.32000000000E+009, -1.54797011000E+001, +0.00000000000E+000
+1.32500000000E+009, -1.56652852090E+001, +0.00000000000E+000
+1.33000000000E+009, -1.59013591244E+001, +0.00000000000E+000
+1.33500000000E+009, -1.61155773697E+001, +0.00000000000E+000
+1.34000000000E+009, -1.63606169646E+001, +0.00000000000E+000
+1.34500000000E+009, -1.65933516042E+001, +0.00000000000E+000
+1.35000000000E+009, -1.68572963888E+001, +0.00000000000E+000
+1.35500000000E+009, -1.71098582557E+001, +0.00000000000E+000
+1.36000000000E+009, -1.73440861230E+001, +0.00000000000E+000
+1.36500000000E+009, -1.75801673722E+001, +0.00000000000E+000
+1.37000000000E+009, -1.79197036395E+001, +0.00000000000E+000
+1.37500000000E+009, -1.82033350489E+001, +0.00000000000E+000
+1.38000000000E+009, -1.85230814786E+001, +0.00000000000E+000
+1.38500000000E+009, -1.87845897629E+001, +0.00000000000E+000
+1.39000000000E+009, -1.91545718545E+001, +0.00000000000E+000
+1.39500000000E+009, -1.95059020636E+001, +0.00000000000E+000
+1.40000000000E+009, -1.98481280247E+001, +0.00000000000E+000
+1.40500000000E+009, -2.02576579473E+001, +0.00000000000E+000
+1.41000000000E+009, -2.06015341178E+001, +0.00000000000E+000
+1.41500000000E+009, -2.10522456899E+001, +0.00000000000E+000
+1.42000000000E+009, -2.15098678326E+001, +0.00000000000E+000
+1.42500000000E+009, -2.19866918330E+001, +0.00000000000E+000
+1.43000000000E+009, -2.25937654016E+001, +0.00000000000E+000
+1.43500000000E+009, -2.30504070813E+001, +0.00000000000E+000
+1.44000000000E+009, -2.34983290593E+001, +0.00000000000E+000
+1.44500000000E+009, -2.41417913676E+001, +0.00000000000E+000
+1.45000000000E+009, -2.48779591683E+001, +0.00000000000E+000
+1.45500000000E+009, -2.53547402228E+001, +0.00000000000E+000
+1.46000000000E+009, -2.62344667835E+001, +0.00000000000E+000
+1.46500000000E+009, -2.69623594712E+001, +0.00000000000E+000
+1.47000000000E+009, -2.77549553608E+001, +0.00000000000E+000
+1.47500000000E+009, -2.87958841883E+001, +0.00000000000E+000
+1.48000000000E+009, -2.97567256160E+001, +0.00000000000E+000
+1.48500000000E+009, -3.08557504823E+001, +0.00000000000E+000
+1.49000000000E+009, -3.24172479881E+001, +0.00000000000E+000
+1.49500000000E+009, -3.36898946354E+001, +0.00000000000E+000
+1.50000000000E+009, -3.55701277631E+001, +0.00000000000E+000
+1.50500000000E+009, -3.77568862040E+001, +0.00000000000E+000
+1.51000000000E+009, -3.92360931144E+001, +0.00000000000E+000
+1.51500000000E+009, -4.06006707767E+001, +0.00000000000E+000
+1.52000000000E+009, -4.01964855272E+001, +0.00000000000E+000
+1.52500000000E+009, -3.88457603159E+001, +0.00000000000E+000
+1.53000000000E+009, -3.67256977200E+001, +0.00000000000E+000
+1.53500000000E+009, -3.48944146454E+001, +0.00000000000E+000
+1.54000000000E+009, -3.32809440415E+001, +0.00000000000E+000
+1.54500000000E+009, -3.21335480351E+001, +0.00000000000E+000
+1.55000000000E+009, -3.06813128536E+001, +0.00000000000E+000
+1.55500000000E+009, -2.97048321419E+001, +0.00000000000E+000
+1.56000000000E+009, -2.86686117605E+001, +0.00000000000E+000
+1.56500000000E+009, -2.79188408811E+001, +0.00000000000E+000
+1.57000000000E+009, -2.71044456727E+001, +0.00000000000E+000
+1.57500000000E+009, -2.63086002738E+001, +0.00000000000E+000
+1.58000000000E+009, -2.56296209120E+001, +0.00000000000E+000
+1.58500000000E+009, -2.50657910184E+001, +0.00000000000E+000
+1.59000000000E+009, -2.44388121875E+001, +0.00000000000E+000
+1.59500000000E+009, -2.38865468392E+001, +0.00000000000E+000
+1.60000000000E+009, -2.33452065198E+001, +0.00000000000E+000
+1.60500000000E+009, -2.28918488829E+001, +0.00000000000E+000
+1.61000000000E+009, -2.23888603266E+001, +0.00000000000E+000
+1.61500000000E+009, -2.20297053824E+001, +0.00000000000E+000
+1.62000000000E+009, -2.16122544205E+001, +0.00000000000E+000
+1.62500000000E+009, -2.11907285561E+001, +0.00000000000E+000
+1.63000000000E+009, -2.09185744949E+001, +0.00000000000E+000
+1.63500000000E+009, -2.05389627699E+001, +0.00000000000E+000
+1.64000000000E+009, -2.02730317767E+001, +0.00000000000E+000
+1.64500000000E+009, -1.99268745185E+001, +0.00000000000E+000
+1.65000000000E+009, -1.96763677807E+001, +0.00000000000E+000
+1.65500000000E+009, -1.93949092139E+001, +0.00000000000E+000
+1.66000000000E+009, -1.91440849461E+001, +0.00000000000E+000
+1.66500000000E+009, -1.89290135618E+001, +0.00000000000E+000
+1.67000000000E+009, -1.86509913243E+001, +0.00000000000E+000
+1.67500000000E+009, -1.84506206002E+001, +0.00000000000E+000
+1.68000000000E+009, -1.81872087196E+001, +0.00000000000E+000
+1.68500000000E+009, -1.79476856586E+001, +0.00000000000E+000
+1.69000000000E+009, -1.77646177692E+001, +0.00000000000E+000
+1.69500000000E+009, -1.75489365067E+001, +0.00000000000E+000
+1.70000000000E+009, -1.73253731131E+001, +0.00000000000E+000
+1.70500000000E+009, -1.71690594771E+001, +0.00000000000E+000
+1.71000000000E+009, -1.69720186803E+001, +0.00000000000E+000
+1.71500000000E+009, -1.67668188244E+001, +0.00000000000E+000
+1.72000000000E+009, -1.66236029649E+001, +0.00000000000E+000
+1.72500000000E+009, -1.64623729030E+001, +0.00000000000E+000
+1.73000000000E+009, -1.63094160140E+001, +0.00000000000E+000
+1.73500000000E+009, -1.61924976684E+001, +0.00000000000E+000
+1.74000000000E+009, -1.59896214132E+001, +0.00000000000E+000
+1.74500000000E+009, -1.58683138414E+001, +0.00000000000E+000
+1.75000000000E+009, -1.57027689339E+001, +0.00000000000E+000
+1.75500000000E+009, -1.55591883751E+001, +0.00000000000E+000
+1.76000000000E+009, -1.54153785196E+001, +0.00000000000E+000
+1.76500000000E+009, -1.53206789459E+001, +0.00000000000E+000
+1.77000000000E+009, -1.51948255607E+001, +0.00000000000E+000
+1.77500000000E+009, -1.50730507701E+001, +0.00000000000E+000
+1.78000000000E+009, -1.49584220829E+001, +0.00000000000E+000
+1.78500000000E+009, -1.48355968377E+001, +0.00000000000E+000
+1.79000000000E+009, -1.47073867922E+001, +0.00000000000E+000
+1.79500000000E+009, -1.46201308050E+001, +0.00000000000E+000
+1.80000000000E+009, -1.45177038889E+001, +0.00000000000E+000
+1.80500000000E+009, -1.44243827226E+001, +0.00000000000E+000
+1.81000000000E+009, -1.43410266569E+001, +0.00000000000E+000
+1.81500000000E+009, -1.42667181970E+001, +0.00000000000E+000
+1.82000000000E+009, -1.41713354174E+001, +0.00000000000E+000
+1.82500000000E+009, -1.41121878455E+001, +0.00000000000E+000
+1.83000000000E+009, -1.40424636572E+001, +0.00000000000E+000
+1.83500000000E+009, -1.39544236934E+001, +0.00000000000E+000
+1.84000000000E+009, -1.38883551432E+001, +0.00000000000E+000
+1.84500000000E+009, -1.38263303299E+001, +0.00000000000E+000
+1.85000000000E+009, -1.37833892075E+001, +0.00000000000E+000
+1.85500000000E+009, -1.37044353164E+001, +0.00000000000E+000
+1.86000000000E+009, -1.36418325477E+001, +0.00000000000E+000
+1.86500000000E+009, -1.36236370316E+001, +0.00000000000E+000
+1.87000000000E+009, -1.35539710669E+001, +0.00000000000E+000
+1.87500000000E+009, -1.34891039001E+001, +0.00000000000E+000
+1.88000000000E+009, -1.34383523912E+001, +0.00000000000E+000
+1.88500000000E+009, -1.34153719965E+001, +0.00000000000E+000
+1.89000000000E+009, -1.33648059025E+001, +0.00000000000E+000
+1.89500000000E+009, -1.33356016886E+001, +0.00000000000E+000
+1.90000000000E+009, -1.32761569969E+001, +0.00000000000E+000
+1.90500000000E+009, -1.32279070260E+001, +0.00000000000E+000
+1.91000000000E+009, -1.31933359334E+001, +0.00000000000E+000
+1.91500000000E+009, -1.31471626822E+001, +0.00000000000E+000
+1.92000000000E+009, -1.31002463651E+001, +0.00000000000E+000
+1.92500000000E+009, -1.30654826304E+001, +0.00000000000E+000
+1.93000000000E+009, -1.30404498354E+001, +0.00000000000E+000
+1.93500000000E+009, -1.30059568478E+001, +0.00000000000E+000
+1.94000000000E+009, -1.29631842213E+001, +0.00000000000E+000
+1.94500000000E+009, -1.29216175208E+001, +0.00000000000E+000
+1.95000000000E+009, -1.29024492237E+001, +0.00000000000E+000
+1.95500000000E+009, -1.28717398482E+001, +0.00000000000E+000
+1.96000000000E+009, -1.28608866960E+001, +0.00000000000E+000
+1.96500000000E+009, -1.28068876989E+001, +0.00000000000E+000
+1.97000000000E+009, -1.27785614012E+001, +0.00000000000E+000
+1.97500000000E+009, -1.27653682159E+001, +0.00000000000E+000
+1.98000000000E+009, -1.27664090258E+001, +0.00000000000E+000
+1.98500000000E+009, -1.27011664588E+001, +0.00000000000E+000
+1.99000000000E+009, -1.27228556431E+001, +0.00000000000E+000
+1.99500000000E+009, -1.27031594468E+001, +0.00000000000E+000
+2.00000000000E+009, -1.26764218578E+001, +0.00000000000E+000
+2.00500000000E+009, -1.26677453100E+001, +0.00000000000E+000
+2.01000000000E+009, -1.26532932264E+001, +0.00000000000E+000
+2.01500000000E+009, -1.26519211484E+001, +0.00000000000E+000
+2.02000000000E+009, -1.26335162286E+001, +0.00000000000E+000
+2.02500000000E+009, -1.26257690084E+001, +0.00000000000E+000
+2.03000000000E+009, -1.26415040732E+001, +0.00000000000E+000
+2.03500000000E+009, -1.26353735807E+001, +0.00000000000E+000
+2.04000000000E+009, -1.26695719846E+001, +0.00000000000E+000
+2.04500000000E+009, -1.26369608160E+001, +0.00000000000E+000
+2.05000000000E+009, -1.26336489743E+001, +0.00000000000E+000
+2.05500000000E+009, -1.26634204373E+001, +0.00000000000E+000
+2.06000000000E+009, -1.26756524865E+001, +0.00000000000E+000
+2.06500000000E+009, -1.26717603744E+001, +0.00000000000E+000
+2.07000000000E+009, -1.26760897882E+001, +0.00000000000E+000
+2.07500000000E+009, -1.26946838444E+001, +0.00000000000E+000
+2.08000000000E+009, -1.27068901611E+001, +0.00000000000E+000
+2.08500000000E+009, -1.27293689749E+001, +0.00000000000E+000
+2.09000000000E+009, -1.27310579788E+001, +0.00000000000E+000
+2.09500000000E+009, -1.27456477019E+001, +0.00000000000E+000
+2.10000000000E+009, -1.27631254192E+001, +0.00000000000E+000
+2.10500000000E+009, -1.27972144299E+001, +0.00000000000E+000
+2.11000000000E+009, -1.28094466432E+001, +0.00000000000E+000
+2.11500000000E+009, -1.28389167823E+001, +0.00000000000E+000
+2.12000000000E+009, -1.28422247617E+001, +0.00000000000E+000
+2.12500000000E+009, -1.28756762358E+001, +0.00000000000E+000
+2.13000000000E+009, -1.29035634186E+001, +0.00000000000E+000
+2.13500000000E+009, -1.29635836095E+001, +0.00000000000E+000
+2.14000000000E+009, -1.29768787233E+001, +0.00000000000E+000
+2.14500000000E+009, -1.30132119933E+001, +0.00000000000E+000
+2.15000000000E+009, -1.30519587898E+001, +0.00000000000E+000
+2.15500000000E+009, -1.30700356579E+001, +0.00000000000E+000
+2.16000000000E+009, -1.31248191576E+001, +0.00000000000E+000
+2.16500000000E+009, -1.31501403894E+001, +0.00000000000E+000
+2.17000000000E+009, -1.32131388948E+001, +0.00000000000E+000
+2.17500000000E+009, -1.32426467294E+001, +0.00000000000E+000
+2.18000000000E+009, -1.32915828371E+001, +0.00000000000E+000
+2.18500000000E+009, -1.33631837180E+001, +0.00000000000E+000
+2.19000000000E+009, -1.33822194379E+001, +0.00000000000E+000
+2.19500000000E+009, -1.34545999886E+001, +0.00000000000E+000
+2.20000000000E+009, -1.35058400434E+001, +0.00000000000E+000
+2.20500000000E+009, -1.35583154189E+001, +0.00000000000E+000
+2.21000000000E+009, -1.36011378077E+001, +0.00000000000E+000
+2.21500000000E+009, -1.36904445671E+001, +0.00000000000E+000
+2.22000000000E+009, -1.37271142632E+001, +0.00000000000E+000
+2.22500000000E+009, -1.37794128050E+001, +0.00000000000E+000
+2.23000000000E+009, -1.38862802325E+001, +0.00000000000E+000
+2.23500000000E+009, -1.39626941269E+001, +0.00000000000E+000
+2.24000000000E+009, -1.39963648829E+001, +0.00000000000E+000
