"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+1.00000000000E+009, -9.62070795824E-001, +0.00000000000E+000
+1.00500000000E+009, -9.51768784039E-001, +0.00000000000E+000
+1.01000000000E+009, -9.39547629149E-001, +0.00000000000E+000
+1.01500000000E+009, -9.33377434833E-001, +0.00000000000E+000
+1.02000000000E+009, -9.26791931969E-001, +0.00000000000E+000
+1.02500000000E+009, -9.21298419411E-001, +0.00000000000E+000
+1.03000000000E+009, -9.11313652914E-001, +0.00000000000E+000
+1.03500000000E+009, -9.00565279051E-001, +0.00000000000E+000
+1.04000000000E+009, -9.00358637181E-001, +0.00000000000E+000
+1.04500000000E+009, -8.90470600067E-001, +0.00000000000E+000
+1.05000000000E+009, -8.84287889716E-001, +0.00000000000E+000
+1.05500000000E+009, -8.71922676042E-001, +0.00000000000E+000
+1.06000000000E+009, -8.64854437058E-001, +0.00000000000E+000
+1.06500000000E+009, -8.56375717983E-001, +0.00000000000E+000
+1.07000000000E+009, -8.52833872650E-001, +0.00000000000E+000
+1.07500000000E+009, -8.42133964168E-001, +0.00000000000E+000
+1.08000000000E+009, -8.33661438393E-001, +0.00000000000E+000
+1.08500000000E+009, -8.25206554390E-001, +0.00000000000E+000
+1.09000000000E+009, -8.18705405635E-001, +0.00000000000E+000
+1.09500000000E+009, -8.12590239191E-001, +0.00000000000E+000
+1.10000000000E+009, -8.04277886945E-001, +0.00000000000E+000
+1.10500000000E+009, -7.98294435262E-001, +0.00000000000E+000
+1.11000000000E+009, -7.89714076975E-001, +0.00000000000E+000
+1.11500000000E+009, -7.78571188502E-001, +0.00000000000E+000
+1.12000000000E+009, -7.68276564280E-001, +0.00000000000E+000
+1.12500000000E+009, -7.66033577448E-001, +0.00000000000E+000
+1.13000000000E+009, -7.55130687158E-001, +0.00000000000E+000
+1.13500000000E+009, -7.46897899644E-001, +0.00000000000E+000
+1.14000000000E+009, -7.37662308613E-001, +0.00000000000E+000
+1.14500000000E+009, -7.29870365395E-001, +0.00000000000E+000
+1.15000000000E+009, -7.19373170288E-001, +0.00000000000E+000
+1.15500000000E+009, -7.10612505027E-001, +0.00000000000E+000
+1.16000000000E+009, -7.04279696412E-001, +0.00000000000E+000
+1.16500000000E+009, -6.95486413965E-001, +0.00000000000E+000
+1.17000000000E+009, -6.81310486393E-001, +0.00000000000E+000
+1.17500000000E+009, -6.78483804810E-001, +0.00000000000E+000
+1.18000000000E+009, -6.70911610787E-001, +0.00000000000E+000
+1.18500000000E+009, -6.62291799946E-001, +0.00000000000E+000
+1.19000000000E+009, -6.47323977015E-001, +0.00000000000E+000
+1.19500000000E+009, -6.41406232249E-001, +0.00000000000E+000
+1.20000000000E+009, -6.29529900766E-001, +0.00000000000E+000
+1.20500000000E+009, -6.29042941463E-001, +0.00000000000E+000
+1.21000000000E+009, -6.13971318039E-001, +0.00000000000E+000
+1.21500000000E+009, -6.05800558532E-001, +0.00000000000E+000
+1.22000000000E+009, -5.99368002255E-001, +0.00000000000E+000
+1.22500000000E+009, -5.93617976043E-001, +0.00000000000E+000
+1.23000000000E+009, -5.79925572779E-001, +0.00000000000E+000
+1.23500000000E+009, -5.75911943493E-001, +0.00000000000E+000
+1.24000000000E+009, -5.68512482737E-001, +0.00000000000E+000
+1.24500000000E+009, -5.58682445579E-001, +0.00000000000E+000
+1.25000000000E+009, -5.56380312442E-001, +0.00000000000E+000
+1.25500000000E+009, -5.47719342393E-001, +0.00000000000E+000
+1.26000000000E+009, -5.43101216944E-001, +0.00000000000E+000
+1.26500000000E+009, -5.33287085183E-001, +0.00000000000E+000
+1.27000000000E+009, -5.27143403958E-001, +0.00000000000E+000
+1.27500000000E+009, -5.18890584370E-001, +0.00000000000E+000
+1.28000000000E+009, -5.09233350628E-001, +0.00000000000E+000
+1.28500000000E+009, -5.03056389580E-001, +0.00000000000E+000
+1.29000000000E+009, -4.96677661567E-001, +0.00000000000E+000
+1.29500000000E+009, -4.91218579665E-001, +0.00000000000E+000
+1.30000000000E+009, -4.83494478450E-001, +0.00000000000E+000
+1.30500000000E+009, -4.78085077240E-001, +0.00000000000E+000
+1.31000000000E+009, -4.73428073483E-001, +0.00000000000E+000
+1.31500000000E+009, -4.62878531004E-001, +0.00000000000E+000
+1.32000000000E+009, -4.59752891734E-001, +0.00000000000E+000
+1.32500000000E+009, -4.54505731147E-001, +0.00000000000E+000
+1.33000000000E+009, -4.52108009400E-001, +0.00000000000E+000
+1.33500000000E+009, -4.44526725219E-001, +0.00000000000E+000
+1.34000000000E+009, -4.43609140149E-001, +0.00000000000E+000
+1.34500000000E+009, -4.34952555296E-001, +0.00000000000E+000
+1.35000000000E+009, -4.32703207703E-001, +0.00000000000E+000
+1.35500000000E+009, -4.29101951400E-001, +0.00000000000E+000
+1.36000000000E+009, -4.26035689996E-001, +0.00000000000E+000
+1.36500000000E+009, -4.21387636277E-001, +0.00000000000E+000
+1.37000000000E+009, -4.15445651735E-001, +0.00000000000E+000
+1.37500000000E+009, -4.12650827479E-001, +0.00000000000E+000
+1.38000000000E+009, -4.10288813773E-001, +0.00000000000E+000
+1.38500000000E+009, -4.08749886734E-001, +0.00000000000E+000
+1.39000000000E+009, -4.06291059542E-001, +0.00000000000E+000
+1.39500000000E+009, -4.04218979778E-001, +0.00000000000E+000
+1.40000000000E+009, -3.98777727820E-001, +0.00000000000E+000
+1.40500000000E+009, -3.95657812560E-001, +0.00000000000E+000
+1.41000000000E+009, -3.94493497695E-001, +0.00000000000E+000
+1.41500000000E+009, -3.93926537681E-001, +0.00000000000E+000
+1.42000000000E+009, -3.89515976010E-001, +0.00000000000E+000
+1.42500000000E+009, -3.86946545376E-001, +0.00000000000E+000
+1.43000000000E+009, -3.84108534495E-001, +0.00000000000E+000
+1.43500000000E+009, -3.80255231116E-001, +0.00000000000E+000
+1.44000000000E+009, -3.85597091503E-001, +0.00000000000E+000
+1.44500000000E+009, -3.85141855817E-001, +0.00000000000E+000
+1.45000000000E+009, -3.83498284475E-001, +0.00000000000E+000
+1.45500000000E+009, -3.81648191234E-001, +0.00000000000E+000
+1.46000000000E+009, -3.81943072086E-001, +0.00000000000E+000
+1.46500000000E+009, -3.83863136374E-001, +0.00000000000E+000
+1.47000000000E+009, -3.80628051678E-001, +0.00000000000E+000
+1.47500000000E+009, -3.82204976965E-001, +0.00000000000E+000
+1.48000000000E+009, -3.81759755646E-001, +0.00000000000E+000
+1.48500000000E+009, -3.78651070819E-001, +0.00000000000E+000
+1.49000000000E+009, -3.84274885809E-001, +0.00000000000E+000
+1.49500000000E+009, -3.83825389213E-001, +0.00000000000E+000
+1.50000000000E+009, -3.86801877937E-001, +0.00000000000E+000
+1.50500000000E+009, -3.85048986345E-001, +0.00000000000E+000
+1.51000000000E+009, -3.87271814974E-001, +0.00000000000E+000
+1.51500000000E+009, -3.89110326897E-001, +0.00000000000E+000
+1.52000000000E+009, -3.92180642458E-001, +0.00000000000E+000
+1.52500000000E+009, -3.89532599100E-001, +0.00000000000E+000
+1.53000000000E+009, -3.93060585376E-001, +0.00000000000E+000
+1.53500000000E+009, -3.91356784461E-001, +0.00000000000E+000
+1.54000000000E+009, -3.96373775376E-001, +0.00000000000E+000
+1.54500000000E+009, -4.00019495342E-001, +0.00000000000E+000
+1.55000000000E+009, -3.99439076417E-001, +0.00000000000E+000
+1.55500000000E+009, -4.04701490227E-001, +0.00000000000E+000
+1.56000000000E+009, -4.06812092025E-001, +0.00000000000E+000
+1.56500000000E+009, -4.08703176082E-001, +0.00000000000E+000
+1.57000000000E+009, -4.12054777471E-001, +0.00000000000E+000
+1.57500000000E+009, -4.18568414367E-001, +0.00000000000E+000
+1.58000000000E+009, -4.22251616322E-001, +0.00000000000E+000
+1.58500000000E+009, -4.27701895130E-001, +0.00000000000E+000
+1.59000000000E+009, -4.32510285521E-001, +0.00000000000E+000
+1.59500000000E+009, -4.35313758634E-001, +0.00000000000E+000
+1.60000000000E+009, -4.38587367168E-001, +0.00000000000E+000
+1.60500000000E+009, -4.44161710873E-001, +0.00000000000E+000
+1.61000000000E+009, -4.49148602693E-001, +0.00000000000E+000
+1.61500000000E+009, -4.55148745289E-001, +0.00000000000E+000
+1.62000000000E+009, -4.59994906363E-001, +0.00000000000E+000
+1.62500000000E+009, -4.62825521241E-001, +0.00000000000E+000
+1.63000000000E+009, -4.69160510556E-001, +0.00000000000E+000
+1.63500000000E+009, -4.72817803880E-001, +0.00000000000E+000
+1.64000000000E+009, -4.80283485984E-001, +0.00000000000E+000
+1.64500000000E+009, -4.87028491747E-001, +0.00000000000E+000
+1.65000000000E+009, -4.85904149415E-001, +0.00000000000E+000
+1.65500000000E+009, -4.94411292162E-001, +0.00000000000E+000
+1.66000000000E+009, -4.98439591536E-001, +0.00000000000E+000
+1.66500000000E+009, -5.00811925114E-001, +0.00000000000E+000
+1.67000000000E+009, -5.04650282211E-001, +0.00000000000E+000
+1.67500000000E+009, -5.15283667319E-001, +0.00000000000E+000
